y,e,z,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10
0.6964760249,0,0.7648216298,1,1,1,1,1,2,0,0,1,1
-1.015113996,1,0.3503151461,0,0,2,2,0,0,2,1,1,1
-1.505688196,1,-0.565371467,1,2,0,2,0,1,0,1,2,0
-2.061175914,1,-1.602481574,1,1,1,1,1,1,1,1,0,2
-0.275686301,1,0.7769427246,1,1,1,1,1,1,0,1,1,2
-1.090776019,1,-0.305462205,2,1,2,2,1,2,2,0,1,2
1.4381302231,1,1.4425650886,1,1,1,1,0,0,0,1,2,2
-0.749134172,1,-0.357273566,1,1,1,2,1,0,1,0,1,1
0.1092500386,1,-0.320745152,1,1,0,1,1,1,1,1,2,2
0.2999709451,0,-0.107678773,2,1,2,0,0,2,1,1,2,1
2.0973050543,0,0.6213280366,1,1,2,1,1,0,1,0,1,0
1.5912138139,0,0.0599053129,2,2,1,1,2,2,2,1,0,1
2.0795099735,0,0.1017458692,1,0,1,1,1,2,1,1,1,1
1.8719670493,1,-0.187352568,1,0,0,2,2,2,1,1,1,2
1.5153547206,0,0.2115932811,0,1,2,1,1,0,1,1,1,2
-1.407068286,0,-0.853928694,1,2,0,1,1,0,2,2,1,1
4.6991757759,1,0.8708771502,1,2,2,1,2,0,1,1,0,1
3.0133680959,0,1.1124150993,1,0,0,1,1,2,0,2,1,1
-1.570931304,1,-1.950965884,2,2,0,0,2,0,1,1,2,1
2.3680756299,1,0.5658541015,1,1,1,1,2,2,2,1,0,1
-0.137712054,1,-0.555542722,0,1,2,1,2,1,1,1,1,2
1.7774515106,0,0.877972367,1,0,2,1,2,1,1,2,0,1
0.3018072604,1,0.8495512893,0,0,2,2,1,1,1,2,2,2
0.9185825042,0,-0.349129085,1,1,1,1,1,2,0,1,1,0
2.1170218673,1,0.8666186085,0,1,0,2,2,2,1,1,1,0
2.6678579143,0,2.034455393,1,1,1,1,1,1,1,1,2,2
0.8222241133,0,0.1933483101,0,1,2,1,1,1,0,2,1,1
0.1019918086,0,0.2761193214,1,1,0,0,1,2,2,1,0,1
1.9350973899,1,-0.171875913,0,1,1,1,1,2,2,2,1,0
-0.417496876,0,-1.254864084,1,1,0,2,1,1,2,0,1,2
-0.617238189,1,-0.378940214,1,1,0,2,1,0,1,1,2,0
2.2943404689,1,0.7499545298,0,1,1,1,1,1,0,1,1,1
0.0453175153,0,-2.229634214,2,1,2,0,1,0,1,0,1,0
-2.754790765,1,-1.489393941,1,0,1,1,1,2,1,1,1,1
-0.237309251,0,-1.431033629,0,2,0,0,1,1,1,2,2,1
0.1059232822,1,-0.444510324,0,2,0,1,0,0,1,2,1,1
1.1628178925,1,0.3835566591,1,0,0,1,2,0,0,2,0,0
-0.274510433,0,-1.488699708,2,1,1,1,1,1,1,0,1,2
1.0521014177,0,0.4674539769,0,0,0,2,0,1,1,2,2,1
-1.169801932,0,-1.82102327,1,0,1,1,1,1,1,2,0,0
1.2972296506,1,0.5948348981,2,2,1,2,2,1,1,1,1,1
-0.085201466,1,-2.051256083,0,0,0,0,1,0,2,0,0,2
0.6422439432,1,-0.043562215,1,1,1,1,1,1,2,2,2,1
1.1586531879,1,-0.485886643,1,0,1,1,1,2,0,1,0,1
-0.504677128,1,-1.085256985,2,0,1,1,1,2,1,2,0,1
-1.267901087,0,-0.81576927,0,1,2,2,1,2,0,1,1,2
0.7007494926,0,0.4137162167,2,1,1,0,0,0,2,1,1,1
0.0155529358,1,0.9180895272,2,1,2,1,0,1,1,0,0,0
-0.138154793,0,-0.555574343,1,1,2,1,1,0,1,0,2,2
-0.000166836,1,-0.629747341,2,1,1,0,2,2,1,1,2,2
-0.312901417,0,-1.053417155,1,2,1,2,1,2,2,1,1,1
2.2805884829,1,0.3468800243,1,1,1,1,2,0,2,1,2,2
-0.26001179,1,1.7430695892,1,1,1,1,0,1,1,2,2,2
0.0466946492,1,1.1414991379,2,1,2,1,0,0,1,1,1,0
2.7253549264,0,0.8877877163,2,2,0,1,0,1,1,0,1,1
2.5808419848,0,0.7506418427,2,0,1,2,0,0,1,1,0,2
1.9985612679,0,0.4268250377,0,2,0,1,0,0,0,0,1,1
5.627036535,1,1.3768270643,1,0,1,1,1,1,1,2,2,2
-0.943992437,1,-0.108573111,2,2,0,1,0,0,0,1,2,2
0.2091461746,0,0.2641257891,0,2,0,1,1,0,1,2,1,1
-0.968559731,0,-1.854802307,1,1,1,1,1,2,1,2,2,0
1.2454818192,0,-0.586276702,1,2,1,1,0,2,2,0,0,0
1.1450872541,1,0.5456966497,0,1,2,2,0,2,1,0,1,1
-0.499226753,0,-0.355567864,0,1,1,1,1,0,0,1,1,1
3.5312381612,1,0.5428479709,0,1,2,1,1,2,2,1,1,0
1.4574071054,1,1.1625644944,0,0,1,0,1,1,1,1,1,1
1.2812777484,1,0.2630846039,1,0,1,0,1,1,2,1,1,2
2.1896312619,0,1.004216451,2,2,2,2,0,2,1,0,0,2
-1.092608804,1,-0.910238999,1,0,1,1,1,1,2,1,0,1
0.8089724882,1,-1.483161388,1,1,0,1,0,1,0,2,1,1
-0.049770749,1,-0.495064657,0,2,1,1,2,2,2,1,1,2
3.7340699928,0,0.7416187801,2,2,1,2,2,2,1,1,1,1
1.530862933,0,-1.193143304,2,0,1,1,1,1,2,1,0,2
-1.109459404,1,-2.233379487,1,2,2,0,2,1,1,1,1,0
1.5591801486,1,-0.5406474,1,2,2,2,1,1,0,0,1,2
0.5442867438,1,-0.310085019,0,2,1,1,1,1,0,0,1,1
-1.543360207,1,-0.436523564,1,0,2,0,1,1,2,1,2,0
-2.169278753,0,-0.391061252,2,0,1,1,1,2,0,1,2,1
-1.081476747,0,0.1984035548,1,1,1,0,1,2,0,1,0,2
0.9001494687,1,0.3149863712,0,2,0,1,1,2,2,1,1,0
0.037055724,1,-0.637614083,1,1,1,1,1,1,1,1,1,1
-0.196256304,1,0.1611795076,2,0,1,2,1,0,0,0,1,0
-0.68748974,0,-0.138325279,0,1,1,2,0,2,1,1,2,1
1.5101781534,1,-0.17650207,1,1,1,2,2,0,2,2,1,1
1.0786810606,0,-0.501434915,2,0,0,1,0,0,0,2,1,1
1.0628720225,0,1.6664648865,0,1,2,0,2,1,0,1,0,1
2.3108142866,1,0.4467991232,2,1,0,1,2,1,0,2,2,2
-0.047937057,1,-1.646850897,1,0,2,0,1,0,1,1,2,1
-0.219645801,1,-0.035189991,1,1,2,2,0,1,0,2,1,1
-0.103924493,0,0.0361829243,0,1,0,0,2,1,1,1,0,1
-0.396183037,1,0.1325896593,1,0,1,1,2,1,1,0,2,1
-0.829295304,1,-0.293501007,1,2,1,2,0,1,1,2,0,1
0.0209904446,1,-0.054716638,1,0,1,2,2,1,1,0,1,2
2.0417140748,1,0.3449194444,0,0,0,2,2,1,2,1,0,2
0.7573040922,0,-0.430576958,2,1,2,1,2,0,1,2,0,1
-0.320738585,0,-0.694336755,0,1,1,0,0,1,1,1,2,0
2.3878070258,0,0.3822850666,1,1,0,1,1,0,1,1,1,2
0.3106761281,0,-0.420061725,0,2,2,2,1,1,1,1,1,1
2.266612544,1,0.1571346892,0,2,1,1,2,1,1,2,0,2
-2.499604908,1,-0.562960185,1,2,1,2,0,0,2,1,0,0
1.2072582462,1,-0.054146128,1,0,0,1,2,1,1,0,1,0
3.5871569302,0,0.6596340458,1,2,1,1,1,1,1,1,2,1
-0.677605591,1,0.2706884188,2,1,1,1,1,1,0,1,0,1
-0.299386627,0,0.0106877266,1,2,0,1,1,1,1,1,0,2
0.6487473127,1,-0.330440853,1,1,1,1,1,0,0,1,2,0
-1.683492695,0,-0.26413048,0,2,1,0,1,2,1,1,2,2
-1.228194477,1,-0.326634508,2,1,1,1,1,1,2,2,0,1
-0.839871781,1,0.2749504069,2,2,1,1,2,0,1,0,0,2
0.0126693133,1,-0.518215917,2,2,0,1,1,0,1,1,0,2
1.0452675751,0,0.3766309694,1,0,2,2,1,2,2,1,1,0
0.7582748232,1,0.9286292051,1,1,1,1,1,1,1,1,1,1
-0.895005274,1,0.3087183303,2,2,0,1,1,0,2,1,1,0
0.3244377985,1,-0.287267007,2,0,1,0,0,1,1,2,2,2
2.237543545,1,2.0230916054,1,2,0,1,1,0,1,1,0,1
3.7218721623,0,1.475286502,1,1,1,2,2,1,1,1,1,1
-1.019989075,1,-0.8256544,1,1,2,0,2,0,1,1,0,1
0.510596159,1,-0.497907606,2,1,1,1,0,1,1,0,1,2
-0.084126988,1,1.1175425945,1,1,1,1,0,1,1,2,1,1
0.465549468,0,-0.810693925,1,2,1,0,2,2,1,1,0,0
1.443033561,1,0.8822406334,1,2,0,0,1,1,1,1,2,1
1.3288063292,0,0.8848250682,2,0,2,0,1,1,2,0,2,2
-0.268149841,1,-1.245349126,1,1,1,2,0,1,1,1,2,0
0.8107739613,0,0.1643590478,1,0,2,1,1,2,0,2,1,0
-0.694626385,0,-1.598346355,0,2,1,0,0,0,1,1,1,1
-0.636918908,1,-0.942375663,1,1,1,0,1,1,2,2,1,1
2.940866277,0,1.2973348887,1,2,1,2,2,1,1,0,2,1
2.19526276,0,-0.182144821,2,0,0,2,1,1,2,1,1,1
1.1536117137,0,0.5166792176,2,1,2,0,2,0,2,1,1,1
-0.296202684,0,0.2585305344,1,2,0,1,0,2,0,0,1,2
1.6281305481,0,-0.849109475,1,0,2,0,0,2,1,2,0,2
-1.769890892,1,0.0478773901,2,1,1,1,1,0,0,2,0,0
1.2411982748,0,0.046576658,0,1,0,1,2,1,2,2,1,1
1.248204528,1,0.3637456778,1,1,1,1,1,1,1,1,2,2
-1.620414904,0,0.2807754883,0,1,1,0,0,2,1,2,1,1
0.1343307281,0,-0.47018185,2,1,0,2,1,1,0,0,1,1
0.7625073919,0,-0.066856628,0,1,1,1,2,0,2,1,2,0
0.4475980141,0,-0.086771175,1,1,2,2,1,1,1,0,2,2
0.055851302,1,0.7247277655,1,1,0,2,1,1,1,1,0,2
1.6366682487,1,-0.511408557,0,2,2,2,1,2,1,1,2,0
1.608441549,1,-0.995100457,1,1,2,1,1,1,1,1,1,0
0.8062826706,0,1.5539438926,0,1,1,1,0,1,1,2,2,0
0.6526407997,0,-0.559230985,2,2,0,0,1,2,1,1,1,0
-1.761222745,0,-0.846153563,0,0,1,0,0,0,1,2,0,0
0.872758028,1,0.8281871064,1,1,1,1,1,2,0,1,0,0
-0.377053264,0,0.4516007004,2,1,0,2,1,2,1,1,2,2
0.9795917358,0,0.3683511716,1,1,1,1,1,1,0,2,2,2
-1.743609181,0,-0.411847423,2,0,0,1,1,1,0,1,2,0
1.4136912737,0,-0.719053935,2,1,0,0,1,0,1,1,1,0
4.1166987847,1,1.5800728105,0,2,1,1,1,2,2,1,1,1
-0.694007271,0,-1.238359609,0,1,2,1,2,1,1,1,1,1
0.4813114383,1,-1.344740754,0,0,0,1,0,0,2,0,2,1
-0.193291284,1,0.6960047192,1,0,0,1,1,2,1,0,1,0
0.2684416799,1,-0.884653262,0,0,2,0,2,0,2,1,1,1
0.2168895934,0,-1.319273054,2,1,1,2,2,1,1,0,2,0
-1.23019417,0,-0.206715825,0,2,2,1,1,1,1,2,0,1
1.619621445,0,-0.281182281,1,0,2,2,1,1,1,1,0,2
3.4566187097,0,1.7443144286,1,1,1,0,2,0,0,0,0,2
0.4845901156,1,0.9001457798,2,2,1,2,1,1,0,2,0,1
-0.779468369,0,-0.814029149,0,1,1,2,2,1,1,1,0,1
0.5940197785,1,0.5335252608,1,1,2,1,1,1,1,1,1,2
3.0825186781,0,1.1315783941,1,1,1,1,2,2,1,0,2,0
1.5926697779,0,0.1591238577,2,1,0,1,1,1,0,1,0,1
2.1105901726,0,0.4113137166,2,1,2,1,0,2,0,2,1,0
1.0853462777,0,0.8782207339,1,0,1,0,1,0,2,0,2,2
0.6659268995,1,-0.34647444,1,1,0,2,2,1,1,1,1,0
1.4865767501,0,-0.975259485,2,0,1,0,1,0,2,1,2,0
-0.020667881,0,-0.86047687,0,0,1,1,1,0,1,1,1,1
2.9207630144,0,0.4936329651,2,2,2,1,1,2,1,1,2,0
-0.055730623,1,-0.08749481,2,1,1,1,0,1,2,1,2,1
1.9125070643,0,-0.042704935,1,1,2,0,1,1,0,0,2,1
0.4160567459,1,0.0821410965,1,2,1,1,1,1,1,0,1,1
-0.185507,0,0.6312292023,0,1,2,2,1,0,1,2,1,2
2.0477571511,1,0.7137375241,1,1,0,1,2,1,2,0,1,1
1.0582749749,0,0.3756034098,1,0,1,2,2,1,2,0,0,1
1.3209722754,0,0.7260707715,0,1,0,1,2,1,2,0,0,2
2.6279812014,1,1.7764410373,1,2,1,1,1,1,2,0,1,1
-0.137198376,1,-0.538856585,2,2,0,0,2,1,1,2,1,2
-0.695413249,0,-0.003297154,1,1,1,2,0,0,1,1,1,1
0.5315878056,1,0.4461537843,1,2,2,1,2,0,1,1,2,2
-1.670688942,0,-1.398639575,1,2,2,1,0,0,1,2,0,2
-1.071912346,1,-0.558115511,1,0,1,1,0,1,0,0,1,1
1.4815097337,0,0.1677434911,1,1,1,2,2,0,0,2,2,0
0.1393731667,0,0.4067636394,1,1,0,1,1,1,0,1,1,1
-0.503945119,0,-1.054066072,0,1,0,2,0,1,1,2,1,1
0.1050401464,1,1.0930822607,2,2,0,2,1,1,2,1,1,1
0.208636725,0,-0.24398428,1,1,1,1,1,1,1,1,1,1
2.2284626643,0,0.4945285585,2,1,1,1,1,2,1,2,1,0
0.4104961112,0,-0.784031392,2,0,1,0,1,1,0,2,1,1
-1.549531702,1,-2.392466948,1,2,1,2,1,2,1,2,1,0
-2.433655821,1,0.5572637172,2,0,1,0,0,1,0,0,1,0
3.6184520357,1,0.8087785047,1,1,2,1,2,1,0,1,0,1
1.6082590115,0,0.4781637772,1,2,1,2,0,0,1,0,0,1
2.6493554551,1,1.457508355,0,1,0,2,0,0,1,0,1,1
-0.711981309,0,0.2652169839,2,0,1,1,1,2,0,1,0,0
2.7381265921,1,0.7423529443,0,1,1,1,1,0,0,2,0,2
0.2197949969,0,1.7669906618,1,0,2,2,0,2,1,2,1,1
-0.052026415,0,-0.676879988,2,1,1,0,1,2,0,2,2,0
-0.054002596,1,0.8192049892,0,1,1,2,1,0,2,2,0,1
0.5595608482,1,-0.144031542,2,0,0,1,0,1,1,1,2,2
0.7092579307,0,0.2600197468,1,1,0,1,2,2,1,1,0,2
1.343431581,1,3.0932317769,1,1,1,0,2,1,2,1,2,1
-1.185191565,1,-0.258118776,1,1,0,2,1,1,2,1,2,2
0.2641048763,0,0.0756286023,1,1,2,2,0,2,2,0,1,1
6.8371457587,0,2.5280520794,1,2,1,2,2,0,2,0,1,1
-0.505422467,1,-1.213687565,2,2,2,0,1,2,2,2,2,1
0.3546057967,0,-0.887646871,1,2,2,0,2,2,0,0,2,1
0.9455578325,0,0.7055704494,1,1,1,2,1,0,0,2,1,1
-2.055896854,1,0.2610519093,2,1,1,0,1,1,0,1,1,0
0.6969453413,0,0.6673932648,1,1,1,0,1,1,1,2,1,2
0.0704153799,0,-1.506899044,2,0,1,0,1,2,1,2,1,0
2.6429241773,1,0.5038267624,1,1,1,0,2,1,0,1,1,2
0.1187655732,1,0.6472837957,2,0,1,0,0,1,1,2,1,1
0.9799562082,0,0.0591741927,1,2,2,1,1,1,0,1,1,0
-0.091715412,1,0.1742814086,2,0,1,0,0,1,1,1,1,0
1.6337153203,0,2.0998585223,0,0,1,2,0,2,2,0,2,1
0.191625575,0,0.5688598212,0,1,1,2,1,2,2,1,2,1
0.2849046109,1,-0.462200098,1,2,2,2,0,1,2,0,2,0
-0.279325274,1,0.9956242849,1,1,1,0,0,1,0,0,2,0
1.1597232178,0,0.3580159325,2,1,1,1,1,1,1,2,1,0
-0.757189033,0,-0.226358498,1,2,0,2,1,1,0,1,0,1
1.2902626338,1,-0.012570235,1,1,0,1,2,0,1,2,1,2
-0.259189305,1,-0.254526551,1,1,1,0,0,0,0,2,1,0
0.9809228839,1,0.4726839645,1,0,1,2,1,1,0,1,2,1
0.4065294556,1,0.59638177,0,0,2,1,1,2,2,1,1,0
2.8504966739,1,1.5517965941,1,2,1,1,0,2,2,1,2,2
0.9735104757,1,0.610938476,0,1,1,0,1,2,0,1,2,0
2.753206049,0,-0.184193323,2,0,0,2,1,1,0,1,1,0
2.5554985276,1,2.1434178396,1,1,0,1,2,2,2,1,0,0
-0.571872922,1,-0.92525733,2,1,1,0,1,2,0,0,0,1
1.638321897,1,0.9226206772,1,0,0,1,2,1,1,2,0,1
0.443878855,1,0.2862203923,2,1,0,2,1,0,1,0,0,0
1.3888694103,1,0.0157872205,0,2,1,0,2,0,1,0,1,2
3.4338493387,0,0.7940309841,1,2,1,1,2,1,0,0,1,1
1.9200584901,1,0.4263412155,1,2,2,0,0,1,2,1,2,1
0.5046396482,1,0.63912069,2,0,2,1,1,0,2,1,1,1
-2.226411437,0,-1.501083392,0,1,1,0,2,1,2,0,1,0
0.3213074111,0,0.1042700552,1,1,1,1,0,2,1,0,0,1
0.4931343463,1,-1.46331288,1,2,0,0,1,1,1,1,1,2
1.0698331591,1,0.7606313857,1,2,1,2,1,1,2,1,0,2
0.0121674242,0,-1.128706376,1,1,1,0,1,2,0,1,0,1
5.4630986885,1,1.4296998837,1,0,1,1,2,1,1,0,0,1
1.8919214309,1,0.6885715474,1,0,0,0,2,1,2,2,1,1
0.3611913683,1,-0.269103179,1,0,2,0,1,1,2,1,2,1
0.7740981613,1,-0.74114601,0,2,2,0,2,2,1,1,1,0
0.2934747003,1,-0.950665099,0,0,1,1,2,2,1,1,1,1
-0.953615453,1,-0.070067404,1,1,0,0,0,1,0,2,1,1
1.2909617317,0,1.5629214987,1,0,1,2,1,1,1,1,2,1
-0.61737135,0,-1.325421006,1,1,1,0,1,2,2,1,2,1
-0.137210675,1,-0.683985309,1,2,1,1,1,1,1,0,0,1
0.0220148909,1,0.0544060434,0,0,1,1,1,1,0,1,0,1
0.8959824278,0,1.5876412535,0,1,0,1,2,2,1,2,1,1
0.5569390231,1,0.8072553587,2,1,2,1,1,1,1,1,1,0
0.6378937879,1,-0.391692976,2,1,1,1,2,0,2,0,1,0
-0.094748221,1,0.269318954,1,0,1,1,1,0,2,1,0,2
-0.079689457,1,0.8857443637,1,0,1,0,0,1,0,1,1,2
0.0486773816,1,-0.150758489,1,1,1,1,0,2,2,0,0,1
-0.842724362,0,-0.820338682,1,2,1,1,2,2,2,2,2,0
1.3098643351,0,-0.908212541,1,1,2,1,2,1,2,1,1,1
2.3859239546,0,-0.304782339,0,2,0,1,1,2,2,2,1,1
0.0614116125,1,0.5928979544,1,1,0,1,0,0,1,1,0,1
-0.102429338,0,-1.212758035,2,0,0,0,1,0,1,2,0,1
0.5955386897,1,0.2704106986,1,1,2,1,1,1,1,2,2,1
2.8171302983,1,1.7484671653,2,2,1,1,1,0,1,0,1,0
-1.021838244,0,-0.794159202,2,2,0,0,1,1,1,1,1,1
-1.68095422,0,-0.535041021,0,1,1,1,2,0,0,0,1,1
-2.257248182,1,-1.487200574,1,2,2,1,1,2,2,1,1,1
1.2434378353,0,0.4544072089,1,1,0,2,1,0,0,2,1,2
-2.467127366,0,-0.417186885,1,2,2,2,2,1,1,2,2,2
0.283836989,1,1.0714838025,2,1,1,1,1,1,2,1,0,1
-0.591980104,1,-0.197429279,0,2,1,0,1,0,1,1,2,1
1.0121455619,0,0.9222775584,1,1,2,2,1,0,1,1,1,1
2.7948337801,1,1.4605893296,1,1,1,1,1,1,1,1,2,1
0.735510076,1,-0.44970586,1,2,2,2,2,2,1,1,1,1
-1.613390841,1,-1.515695686,1,2,1,1,0,0,2,1,1,1
-1.482824945,0,-0.771248261,1,0,0,2,2,0,2,2,1,0
0.9109027299,0,0.9291696055,0,0,1,1,0,1,1,0,1,0
1.5785472899,1,1.0899397181,2,1,0,1,1,1,1,0,0,2
2.8107324799,0,1.8298247241,1,1,0,1,1,1,0,1,2,0
-1.135774246,1,-0.454759697,2,1,0,0,1,1,1,2,0,1
2.3052313661,1,0.8322877325,2,0,0,0,1,0,0,1,2,1
0.1335955178,0,0.2311606021,1,1,2,2,0,0,0,1,0,2
-1.620775834,0,-1.558585164,0,1,0,1,1,1,0,0,2,1
-2.696560288,1,-1.173027978,1,1,0,1,1,2,2,2,0,1
0.2443868103,1,0.3596545825,1,1,2,1,2,2,0,1,1,2
-0.140732192,0,-2.822079059,1,0,1,0,2,1,1,2,0,1
-1.36986994,0,-1.287271369,1,2,1,1,2,0,1,2,0,1
0.8698936233,1,-0.95057706,1,1,1,2,1,1,1,1,0,1
1.6131797122,1,1.3516535632,0,1,1,1,1,2,2,1,0,2
-3.696590347,0,-1.775126871,1,1,1,2,1,1,1,2,1,0
1.1311746514,0,0.2200182021,1,1,1,0,1,0,0,2,1,2
1.6753491144,1,0.312258026,1,0,0,2,1,0,2,2,0,0
0.6394677069,1,-0.506399475,0,2,0,0,1,1,0,2,2,0
-1.82231426,1,-1.851072463,2,0,0,1,2,1,0,1,0,1
1.8485192874,1,-0.133193656,1,0,1,2,1,2,0,0,1,0
3.8078185413,1,0.8545864208,0,1,1,1,2,1,2,1,1,2
-1.254339502,0,-0.947311238,2,0,1,1,0,1,0,1,1,0
0.9661101885,0,0.361656704,0,1,2,2,0,1,0,2,1,1
-0.259303851,1,-1.20225163,1,1,1,2,1,0,2,1,1,2
1.5399663552,1,1.5463577761,1,1,1,0,0,1,2,1,2,0
-0.700451223,0,-1.747495098,1,2,1,0,1,1,2,0,1,1
1.7504292239,1,0.3246946405,1,1,1,2,2,0,0,1,0,1
-1.261460391,1,-0.447052291,1,2,1,1,1,0,2,0,2,1
0.3843451346,0,1.6687285141,2,1,0,0,1,2,2,1,2,2
3.2339725602,1,-0.173959285,0,0,1,0,1,2,0,2,1,1
0.3609066457,1,-1.383999726,2,1,2,1,2,0,1,1,0,2
-1.282065042,1,-0.331821081,1,2,0,1,1,1,1,0,2,0
1.0152440438,0,-0.173462148,2,1,0,2,0,2,1,0,1,0
2.4030852878,0,0.8457456632,1,1,0,1,2,1,1,1,2,1
1.6322136419,1,-0.706931621,1,1,2,2,2,2,1,1,1,1
-0.137204015,1,0.2530076355,2,1,1,2,1,0,1,2,1,1
-1.241597845,1,-0.264452553,1,0,1,1,1,1,2,2,1,0
2.3098103267,1,0.4965475566,1,1,2,1,1,1,1,0,0,2
0.4906781881,1,0.3195104785,1,1,2,2,1,2,1,2,0,1
2.5598190496,1,-0.183859841,0,2,2,1,2,0,0,1,1,1
-0.068043969,0,-0.043475213,0,2,2,1,1,1,1,1,2,0
0.9245895938,0,0.548196278,1,1,0,2,0,1,1,0,2,1
0.2635115915,0,0.3576564703,1,2,0,1,1,2,0,0,2,1
1.5055834237,0,-0.281123153,1,2,1,0,0,1,2,2,0,0
0.1361773848,0,-1.338593415,1,0,0,1,2,2,2,0,2,0
0.4517509505,0,1.3746251044,2,1,2,0,1,1,1,1,0,1
1.8467669063,0,-0.806133613,2,0,2,0,1,2,1,1,1,1
1.5340453363,0,1.8129853256,1,2,2,0,1,1,1,1,2,2
0.9872779333,0,-0.151076034,2,0,2,2,2,2,0,0,1,0
-1.448359854,0,-0.623164899,2,0,1,0,1,1,2,1,1,1
0.8060995017,0,1.2115033332,1,2,0,1,2,1,0,1,1,1
-1.133476963,1,-1.077264561,1,0,0,0,1,2,2,1,1,1
0.5681523921,0,0.4954850418,0,1,1,1,1,1,0,1,2,0
2.2789461665,1,2.1091025661,0,1,0,2,0,0,0,1,0,1
-0.769978955,0,-1.972132041,2,2,1,1,1,2,1,1,1,1
1.0574678779,1,-0.902719528,0,1,1,1,1,2,2,2,1,2
1.0399326483,0,0.8173528192,0,2,0,2,2,1,1,0,2,0
0.365549468,1,-1.654766387,1,0,0,0,1,1,0,0,0,0
0.0001271931,1,0.913663204,1,2,1,1,1,0,0,0,1,2
-0.939357727,0,0.8478208968,0,0,2,1,0,2,0,1,1,0
2.3818769162,0,1.0679316605,2,0,0,2,1,1,1,1,1,0
2.3672336945,0,-0.248954673,2,1,1,1,1,1,2,2,0,1
-1.823552145,0,-0.778256896,1,1,1,2,0,2,2,0,2,1
0.5970112827,1,-0.167919349,1,1,1,1,1,0,0,0,2,1
1.1887928221,1,0.8025492628,2,2,1,2,1,1,1,0,2,2
-2.177727357,1,-2.046217979,0,1,1,0,2,1,2,1,0,0
1.4310318036,0,0.1728447238,2,1,1,0,0,0,0,0,1,2
0.4824420323,1,0.6851283709,2,1,2,1,1,1,2,2,2,1
2.1396697746,1,0.3947831738,0,0,1,0,1,0,1,0,1,0
1.0631107089,0,0.5763083521,0,2,1,2,2,0,0,1,1,2
1.0757241897,1,-1.432842468,1,1,1,1,2,1,2,1,1,0
0.8713964459,1,-0.440724048,1,0,0,0,2,2,2,1,2,1
-3.200458549,1,-2.204483365,1,2,1,2,1,0,1,2,1,1
-0.489011995,1,-0.759362501,1,2,0,2,1,1,1,2,0,0
1.0250633817,0,-0.853401972,1,1,0,2,2,0,1,0,1,1
1.6498496753,1,-0.070665382,1,1,0,2,0,1,1,1,2,2
0.5683634274,1,-0.418203134,1,0,2,0,1,2,1,1,1,1
-0.59046194,1,0.636164899,1,2,1,1,0,1,0,1,0,2
1.1320663018,0,0.8905703553,1,1,1,1,0,0,0,2,1,0
-0.77847868,0,-0.911328497,1,1,0,2,0,2,0,0,1,0
-0.00524365,1,-0.977565019,1,1,1,0,2,1,0,0,1,0
0.3211080598,1,0.4899808712,0,2,2,0,0,2,0,2,1,1
0.7162358974,1,-0.963063773,2,1,2,1,1,1,1,1,0,1
0.5001179478,0,-0.028969594,2,2,0,1,2,0,1,0,1,1
1.6580831929,1,0.1638496198,0,1,2,0,0,1,1,1,0,0
1.2037960535,1,-1.104012769,1,2,1,0,1,0,2,0,1,0
0.3111830372,0,0.4298070198,2,2,2,1,1,1,1,0,1,1
1.1369119837,0,0.2673202378,2,0,0,1,1,1,1,1,1,0
0.6554151933,1,1.8434867029,0,2,1,2,1,1,1,2,1,1
-0.211159877,0,0.0505506874,1,1,0,2,0,1,1,1,0,1
1.2026540502,1,0.6171175079,0,1,1,2,0,1,1,0,2,1
2.259164793,1,1.0488476317,1,1,1,1,0,0,1,2,2,2
3.9848440766,1,0.3624675585,0,2,2,2,1,1,0,1,1,1
1.0685655046,0,-0.054039079,2,0,1,2,0,2,0,0,2,2
-2.222243197,1,-0.635917063,1,0,1,1,0,0,1,2,0,1
3.0131036661,0,0.7265001698,2,2,1,1,2,2,1,0,0,1
0.8552617397,0,0.327100569,1,1,0,0,1,1,1,0,2,1
1.9589733559,0,1.2400085658,2,1,2,1,1,1,2,1,1,1
2.0198405224,0,0.8854114507,1,1,1,1,2,2,2,2,2,1
2.6127812925,1,0.0757944038,1,2,0,1,2,1,1,2,1,1
-0.787155549,0,0.9905206609,2,1,0,0,1,2,2,1,0,2
-0.208340886,1,-0.040012817,1,1,1,0,0,1,1,1,2,1
1.0239578715,0,0.983932135,1,0,2,2,0,0,1,2,0,1
-1.258456191,0,-0.266941854,1,1,1,0,0,1,1,2,2,1
-0.174831318,1,-0.661116451,0,1,1,2,0,1,1,1,0,1
0.9661182676,0,0.8375186005,0,1,2,1,1,1,1,1,2,2
2.4545797371,0,1.0046782433,2,1,1,1,1,2,0,0,0,0
1.1903216307,0,-0.157102093,0,0,0,2,1,0,1,0,2,0
-1.621115165,0,-0.517546656,1,0,0,2,1,1,1,0,2,2
-0.463991366,1,-0.56738451,1,2,0,2,1,2,0,0,1,1
-0.154713123,1,-1.092656362,0,2,2,0,1,0,1,2,2,0
0.7877707343,1,-0.042268272,1,1,1,1,2,1,2,2,1,1
0.6780801046,1,0.0214074105,1,1,1,1,2,0,1,2,2,2
-0.924796709,0,-0.486271454,0,0,0,0,2,0,1,1,0,1
-1.593022292,0,-0.329490484,1,1,1,1,1,0,1,0,2,0
